title,link,score,review
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,"설렘을 준 영화. 그 어린 나이에 즐거운 상상을 하게 해준, 판타지의 시작. 지금은 추억이 되어버렸다는게 믿기힘들정도로 내 삶의 큰 부분을 차지했었던 영화였다. 해리포터 개봉날은 연중행사였어..."
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,전설의 시작
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,"전 이 영화를 잊지않을겁니다. 영원히요. 그리고, 제겐 역대 최고의 영화로 남을지도;;;? 모르겠네요."
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,이때로 돌아가고 싶다...
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,애들 너무 귀여워 ㅠㅠ
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,7,"호그와트... 그곳에 가고 싶다,"
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,"나를 바꿔준 해리포터, 정말 역대 최고의 영화이다. 정말 이것을 만들게 해준 모든 사람들께 항상 정말 감사한다. 난 죽을때까지 포터헤드로 남을것이다."
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,"옛 추억이 갑자기 떠올라 오랜만에 봤는데 정말 재밌다. 앞으로 이만한 판타지 영화가 또 나올 수 있을까 정말 잘 만들었고, 몇 번을 봐도 질리지가 않는다. 마법사의 돌 시리즈는 역대 시리즈중 제일 잘 만든듯하다."
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,제일 해리포터다운 해리포터 다들 뽀송뽀송해
해리포터,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=30688&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,십대를 함께 걸어준 소중한 친구
